country,sex,year,ASIRsmooth
Japan,2,2010,8.13542669
Japan,2,2011,8.541408973
Japan,2,2012,8.941281467
Japan,2,2013,9.336436418
Japan,2,2014,9.730298255
Japan,2,2015,10.11943699
Kuwait,2,1998,7.922545668
Kuwait,2,1999,7.971168116
Kuwait,2,2000,7.774747209
Kuwait,2,2001,7.028163587
Kuwait,2,2002,7.164520724
Kuwait,2,2003,8.781250823
Kuwait,2,2004,9.286134425
Kuwait,2,2005,9.072254173
Kuwait,2,2006,8.84628048
Kuwait,2,2007,8.736607934
Kuwait,2,2008,9.226255447
Kuwait,2,2009,10.22283109
Kuwait,2,2010,11.03358907
Kuwait,2,2011,11.35962997
Kuwait,2,2012,11.65058013
Kuwait,2,2013,12.49688281
Kuwait,2,2014,14.18064885
Kuwait,2,2015,15.48567084
Kuwait,2,2016,16.25504368
Kuwait,2,2017,16.51444868
Latvia,2,1983,2.238186861
Latvia,2,1984,2.302708144
Latvia,2,1985,2.35224518
Latvia,2,1986,2.384175036
Latvia,2,1987,2.404785343
Latvia,2,1988,2.40768356
Latvia,2,1989,2.404534359
Latvia,2,1990,2.365088163
Latvia,2,1991,2.352940579
Latvia,2,1992,2.398572644
Latvia,2,1993,2.506304467
Latvia,2,1994,2.775220983
Latvia,2,1995,3.172994066
Latvia,2,1996,3.574250339
Latvia,2,1997,3.873330165
Latvia,2,1998,4.112201576
Latvia,2,1999,4.11244154
Latvia,2,2000,4.072620862
Latvia,2,2001,3.922649213
Latvia,2,2002,3.840304264
Latvia,2,2003,4.014949545
Latvia,2,2004,4.5779502
Latvia,2,2005,5.271872012
Latvia,2,2006,5.978336121
Latvia,2,2007,6.761438835
Latvia,2,2008,7.570501147
Latvia,2,2009,8.426242028
Latvia,2,2010,9.400553848
Latvia,2,2011,10.3298581
Latvia,2,2012,11.06931828
Latvia,2,2013,11.71688078
Latvia,2,2014,12.26951239
Latvia,2,2015,12.72295138
Latvia,2,2016,13.04312673
Latvia,2,2017,13.24742398
Lithuania,2,1988,2.454000613
Lithuania,2,1989,2.600962704
Lithuania,2,1990,2.805101991
Lithuania,2,1991,3.052267944
Lithuania,2,1992,3.363398841
Lithuania,2,1993,3.707938749
Lithuania,2,1994,4.076383869
Lithuania,2,1995,4.424986207
Lithuania,2,1996,4.563828412
Lithuania,2,1997,4.720868812
Lithuania,2,1998,4.919119061
Lithuania,2,1999,5.357347225
Lithuania,2,2000,6.583323853
Lithuania,2,2001,7.945196285
Lithuania,2,2002,9.372022147
Lithuania,2,2003,10.34537226
Lithuania,2,2004,11.16471526
Lithuania,2,2005,11.6314075
Lithuania,2,2006,11.96130303
Lithuania,2,2007,12.53268708
Lithuania,2,2008,13.01301215
Lithuania,2,2009,13.11854487
Lithuania,2,2010,13.10128973
Lithuania,2,2011,12.89021829
Lithuania,2,2012,12.67922384
Lithuania,2,2013,12.80747396
Lithuania,2,2014,12.97697444
Lithuania,2,2015,13.09956726
Lithuania,2,2016,13.23734466
Lithuania,2,2017,13.35742233
Malta,2,1993,4.779625006
Malta,2,1994,5.633823256
Malta,2,1995,6.661923273
Malta,2,1996,7.743448399
Malta,2,1997,9.189346952
Malta,2,1998,10.41308133
Malta,2,1999,10.65813809
Malta,2,2000,10.09936446
Malta,2,2001,9.282952238
Malta,2,2002,8.441274388
Malta,2,2003,8.575823873
Malta,2,2004,8.823174162
Malta,2,2005,8.489677753
Malta,2,2006,7.816940168
Malta,2,2007,7.369749881
Malta,2,2008,7.606164099
Malta,2,2009,9.52661483
Malta,2,2010,11.78909336
Malta,2,2011,13.94268067
Malta,2,2012,14.64385202
Malta,2,2013,14.82647675
Malta,2,2014,14.60217803
Malta,2,2015,15.0990669
Malta,2,2016,15.9749591
Malta,2,2017,17.50975804
New Zealand,2,1983,2.824065741
New Zealand,2,1984,3.017664425
New Zealand,2,1985,3.192449229
New Zealand,2,1986,3.344103904
New Zealand,2,1987,3.46347501
New Zealand,2,1988,3.57403586
New Zealand,2,1989,3.645143751
New Zealand,2,1990,3.564595325
New Zealand,2,1991,3.454541802
New Zealand,2,1992,3.262634075
New Zealand,2,1993,3.123553179
New Zealand,2,1994,3.160493412
New Zealand,2,1995,3.553902397
New Zealand,2,1996,4.020768377
New Zealand,2,1997,4.513442501
New Zealand,2,1998,4.96678736
New Zealand,2,1999,5.143637574
New Zealand,2,2000,5.237160268
New Zealand,2,2001,5.071368722
New Zealand,2,2002,4.891176507
New Zealand,2,2003,4.868591486
New Zealand,2,2004,5.167924736
New Zealand,2,2005,5.524341852
New Zealand,2,2006,5.821581582
New Zealand,2,2007,6.116456085
New Zealand,2,2008,6.341204734
New Zealand,2,2009,6.547881093
New Zealand,2,2010,6.668656103
New Zealand,2,2011,6.769054301
New Zealand,2,2012,6.958194582
New Zealand,2,2013,7.142084683
New Zealand,2,2014,7.291029222
New Zealand,2,2015,7.423262493
New Zealand,2,2016,7.521316279
New Zealand,2,2017,7.595056306
Norway,2,1980,5.316037418
Norway,2,1981,5.282794973
Norway,2,1982,5.240201704
Norway,2,1983,5.185628867
Norway,2,1984,5.12606493
Norway,2,1985,5.040606527
Norway,2,1986,4.927970964
Norway,2,1987,4.829130872
Norway,2,1988,4.785656962
Norway,2,1989,4.771986469
Norway,2,1990,4.792764274
Norway,2,1991,4.835836051
Norway,2,1992,4.816275405
Norway,2,1993,4.709221773
Norway,2,1994,4.573316765
Norway,2,1995,4.296519035
Norway,2,1996,4.039473144
Norway,2,1997,3.978091012
Norway,2,1998,3.979518896
Norway,2,1999,4.087461814
Norway,2,2000,4.287612736
Norway,2,2001,4.479160834
Norway,2,2002,4.647773994
Norway,2,2003,4.80229411
Norway,2,2004,4.885803027
Norway,2,2005,4.946964477
Norway,2,2006,5.07810147
Norway,2,2007,5.280497413
Norway,2,2008,5.52693658
Norway,2,2009,5.867148804
Norway,2,2010,6.265908466
Norway,2,2011,6.645356695
Norway,2,2012,6.9952118
Norway,2,2013,7.346069851
Norway,2,2014,7.693285309
Norway,2,2015,8.037868315
Norway,2,2016,8.376445085
Norway,2,2017,8.712677642
Philippines,2,1983,9.519568458
Philippines,2,1984,9.184939509
Philippines,2,1985,8.949466314
Philippines,2,1986,8.800079777
Philippines,2,1987,8.718880758
Philippines,2,1988,8.790996624
Philippines,2,1989,8.91108042
Philippines,2,1990,8.815624532
Philippines,2,1991,8.747260981
Philippines,2,1992,8.859401737
Philippines,2,1993,9.029798977
Philippines,2,1994,9.389178039
Philippines,2,1995,9.727706749
Philippines,2,1996,10.08588617
Philippines,2,1997,10.30588922
Philippines,2,1998,10.51845238
Philippines,2,1999,10.78608416
Philippines,2,2000,11.04907275
Philippines,2,2001,11.40369662
Philippines,2,2002,11.74745142
Philippines,2,2003,12.09718242
Philippines,2,2004,12.21879361
Philippines,2,2005,12.18683697
Philippines,2,2006,11.84916246
Philippines,2,2007,11.41420547
Philippines,2,2008,10.72258105
Philippines,2,2009,10.09908246
Philippines,2,2010,9.827242908
Philippines,2,2011,9.787684818
Philippines,2,2012,10.36433841
Philippines,2,2013,11.04264341
Philippines,2,2014,11.56777734
Philippines,2,2015,12.14591612
Philippines,2,2016,12.69418644
Philippines,2,2017,13.24916753
Poland,2,1999,4.846060232
Poland,2,2000,8.191404769
Poland,2,2001,10.32805829
Poland,2,2002,11.3451686
Poland,2,2003,10.04186722
Poland,2,2004,8.580972209
Poland,2,2005,9.145507477
Poland,2,2006,9.122983224
Poland,2,2007,9.577002197
Poland,2,2008,9.789698912
Poland,2,2009,9.205123286
Poland,2,2010,10.64402414
Poland,2,2011,12.8076653
Poland,2,2012,13.10710751
Poland,2,2013,13.15644852
Poland,2,2014,16.37465787
Poland,2,2015,17.90986233
Poland,2,2016,18.27288879
Poland,2,2017,17.38316742
Qatar,2,2003,14.30287893
Qatar,2,2004,8.900465269
Qatar,2,2005,6.598421838
Qatar,2,2006,6.146985694
Qatar,2,2007,4.719088211
Qatar,2,2008,6.903538202
Qatar,2,2009,8.692057759
Qatar,2,2010,8.293787483
Qatar,2,2011,7.272264425
Qatar,2,2012,6.484601098
Qatar,2,2013,8.731673291
Qatar,2,2014,9.798898125
Qatar,2,2015,11.16268817
Qatar,2,2016,12.94777127
Qatar,2,2017,15.35820751
Republic of Korea,2,1999,9.932898413
Republic of Korea,2,2000,10.25011216
Republic of Korea,2,2001,12.30307861
Republic of Korea,2,2002,16.12743418
Republic of Korea,2,2003,21.92892012
Republic of Korea,2,2004,28.88511235
Republic of Korea,2,2005,35.3965972
Republic of Korea,2,2006,43.53395831
Republic of Korea,2,2007,55.61000147
Republic of Korea,2,2008,69.22247677
Republic of Korea,2,2009,80.50020443
Republic of Korea,2,2010,89.74396586
Republic of Korea,2,2011,98.45100757
Republic of Korea,2,2012,103.8622879
Republic of Korea,2,2013,94.51017637
Republic of Korea,2,2014,73.30920693
Republic of Korea,2,2015,60.84836002
Republic of Korea,2,2016,56.20651197
Republic of Korea,2,2017,59.33436624
Slovenia,2,1983,1.676101202
Slovenia,2,1984,1.932470885
Slovenia,2,1985,2.143030063
Slovenia,2,1986,2.319742836
Slovenia,2,1987,2.476505627
Slovenia,2,1988,2.560624699
Slovenia,2,1989,2.634672322
Slovenia,2,1990,2.840463701
Slovenia,2,1991,3.061973009
Slovenia,2,1992,3.241062114
Slovenia,2,1993,3.424037385
Slovenia,2,1994,3.553671091
Slovenia,2,1995,3.741816454
Slovenia,2,1996,3.932936245
Slovenia,2,1997,4.09489143
Slovenia,2,1998,4.297939705
Slovenia,2,1999,4.571356631
Slovenia,2,2000,4.93756466
Slovenia,2,2001,5.497835955
Slovenia,2,2002,6.106077635
Slovenia,2,2003,6.81975921
Slovenia,2,2004,7.58871274
Slovenia,2,2005,8.299226563
Slovenia,2,2006,8.701770816
Slovenia,2,2007,8.935157049
Slovenia,2,2008,8.754244777
Slovenia,2,2009,8.505207271
Slovenia,2,2010,8.343699054
Slovenia,2,2011,8.270592886
Slovenia,2,2012,8.528434455
Slovenia,2,2013,8.920049998
Slovenia,2,2014,9.415099697
Slovenia,2,2015,10.04411395
Slovenia,2,2016,10.81037749
Slovenia,2,2017,11.70782176
Spain,2,2003,7.063824449
Spain,2,2004,6.889261477
Spain,2,2005,6.989481147
Spain,2,2006,7.433188452
Spain,2,2007,8.849223676
Spain,2,2008,9.851658081
Spain,2,2009,10.21186291
Spain,2,2010,10.42856165
Spain,2,2011,10.98122582
Spain,2,2012,11.397333
Spain,2,2013,12.11929482
Spain,2,2014,11.81559355
Spain,2,2015,11.3465083
Spain,2,2016,11.43831983
Spain,2,2017,11.9943041
Switzerland,2,1998,4.518173553
Switzerland,2,1999,4.789824506
Switzerland,2,2000,5.176168832
Switzerland,2,2001,5.688854811
Switzerland,2,2002,6.300735545
Switzerland,2,2003,6.896958105
Switzerland,2,2004,7.069264022
Switzerland,2,2005,6.791729227
Switzerland,2,2006,6.944534029
Switzerland,2,2007,7.840427794
Switzerland,2,2008,9.077369854
Switzerland,2,2009,10.09886246
Switzerland,2,2010,11.07780159
Switzerland,2,2011,12.05398497
Switzerland,2,2012,12.9118758
Switzerland,2,2013,13.12786148
Switzerland,2,2014,12.46760404
Switzerland,2,2015,11.98037475
Switzerland,2,2016,11.5720327
Switzerland,2,2017,11.24910575
Thailand,2,1993,3.754311847
Thailand,2,1994,3.457571043
Thailand,2,1995,3.312753554
Thailand,2,1996,3.330090853
Thailand,2,1997,3.549237948
Thailand,2,1998,3.912475227
Thailand,2,1999,4.552071515
Thailand,2,2000,5.088461496
Thailand,2,2001,5.437279634
Thailand,2,2002,5.230538916
Thailand,2,2003,4.842134191
Thailand,2,2004,4.414259801
Thailand,2,2005,4.132372184
Thailand,2,2006,4.095033176
Thailand,2,2007,4.151552282
Thailand,2,2008,4.170032894
Thailand,2,2009,4.22030582
Thailand,2,2010,4.377678992
Thailand,2,2011,4.826598445
Thailand,2,2012,5.32540117
Thailand,2,2013,5.832621342
Thailand,2,2014,6.260723504
Thailand,2,2015,6.448995167
Thailand,2,2016,6.46345891
Thailand,2,2017,6.274912891
The Netherlands,2,1989,2.423278813
The Netherlands,2,1990,2.321175598
The Netherlands,2,1991,2.250315616
The Netherlands,2,1992,2.206327859
The Netherlands,2,1993,2.202978185
The Netherlands,2,1994,2.222591599
The Netherlands,2,1995,2.234193228
The Netherlands,2,1996,2.254224152
The Netherlands,2,1997,2.304557545
The Netherlands,2,1998,2.352328655
The Netherlands,2,1999,2.352779334
The Netherlands,2,2000,2.364866341
The Netherlands,2,2001,2.439905852
The Netherlands,2,2002,2.527075584
The Netherlands,2,2003,2.609672201
The Netherlands,2,2004,2.669997178
The Netherlands,2,2005,2.742433483
The Netherlands,2,2006,2.881587738
The Netherlands,2,2007,3.050931915
The Netherlands,2,2008,3.227360042
The Netherlands,2,2009,3.407363038
The Netherlands,2,2010,3.555335899
The Netherlands,2,2011,3.791365204
The Netherlands,2,2012,4.029352526
The Netherlands,2,2013,4.211515475
The Netherlands,2,2014,4.34884647
The Netherlands,2,2015,4.436142338
The Netherlands,2,2016,4.477706884
The Netherlands,2,2017,4.465232
Türkiye,2,1998,4.788134334
Türkiye,2,1999,4.651640645
Türkiye,2,2000,4.712128705
Türkiye,2,2001,4.995182682
Türkiye,2,2002,5.506835287
Türkiye,2,2003,6.913972468
Türkiye,2,2004,9.330393014
Türkiye,2,2005,12.32809775
Türkiye,2,2006,15.05436576
Türkiye,2,2007,17.19332663
Türkiye,2,2008,18.41273793
Türkiye,2,2009,18.71064031
Türkiye,2,2010,19.24990727
Türkiye,2,2011,20.50274313
Türkiye,2,2012,22.16602661
Türkiye,2,2013,23.54415705
Türkiye,2,2014,24.04564394
Türkiye,2,2015,24.7251563
Türkiye,2,2016,25.74337661
Türkiye,2,2017,27.07944195
Uganda,2,1993,2.912460821
Uganda,2,1994,3.772941891
Uganda,2,1995,4.320116327
Uganda,2,1996,4.509581763
Uganda,2,1997,4.192590997
Uganda,2,1998,3.498894844
Uganda,2,1999,2.047062019
Uganda,2,2000,1.289092411
Uganda,2,2001,0.907503256
Uganda,2,2002,1.434368842
Uganda,2,2003,2.047030085
Uganda,2,2004,2.717531636
Uganda,2,2005,3.172549773
Uganda,2,2006,3.137692097
Uganda,2,2007,2.949915472
Uganda,2,2008,2.665869647
Uganda,2,2009,2.193652436
Uganda,2,2010,1.843155766
Uganda,2,2011,2.191159795
Uganda,2,2012,2.497510245
Uganda,2,2013,2.715114398
Uganda,2,2014,2.575105132
Uganda,2,2015,2.370325493
Uganda,2,2016,2.041321898
Uganda,2,2017,1.58891074
UK,2,2003,2.873910145
UK,2,2004,3.064927309
UK,2,2005,3.289996196
UK,2,2006,3.563567682
UK,2,2007,3.78445996
UK,2,2008,3.941774797
UK,2,2009,4.264005044
UK,2,2010,4.582567445
UK,2,2011,4.849905891
UK,2,2012,5.216851306
UK,2,2013,5.608653629
UK,2,2014,5.806102924
UK,2,2015,5.993681109
UK,2,2016,6.222513654
UK,2,2017,6.453775198
USA,2,1980,5.031685405
USA,2,1981,5.218481841
USA,2,1982,5.392692847
USA,2,1983,5.551568866
USA,2,1984,5.699106991
USA,2,1985,5.838337488
USA,2,1986,5.966937801
USA,2,1987,6.084779546
USA,2,1988,6.154613383
USA,2,1989,6.223191781
USA,2,1990,6.336840074
USA,2,1991,6.475887541
USA,2,1992,6.667214427
USA,2,1993,6.916903044
USA,2,1994,7.194305919
USA,2,1995,7.499149669
USA,2,1996,7.839397347
USA,2,1997,8.159742817
USA,2,1998,8.532714813
USA,2,1999,9.034783492
USA,2,2000,9.610673967
USA,2,2001,10.2386612
USA,2,2002,10.92998285
USA,2,2003,11.67468068
USA,2,2004,12.47453067
USA,2,2005,13.33100523
USA,2,2006,14.19013021
USA,2,2007,15.15517343
USA,2,2008,16.07863876
USA,2,2009,16.8499763
USA,2,2010,17.55670291
USA,2,2011,18.06579861
USA,2,2012,18.36227248
USA,2,2013,18.4708659
USA,2,2014,18.36800533
USA,2,2015,18.0744421
USA,2,2016,17.58525646
USA,2,2017,16.90199875
